Id,CropName,CropTypeId,YieldCd,CropRemovalFactorNitrogen,CropRemovalFactorP2O5,CropRemovalFactorK2O,NitrogenRecommendationId,NitrogenRecommendationPoundPerAcre,NitrogenRecommendationUpperLimitPoundPerAcre,PreviousCropCode,SortNumber,ManureApplicationHistory,HarvestBushelsPerTon,StaticDataVersionId
33,Cabbage-regular,5,1,4.2,1.7,5,2,107.0614946,151.6704507,3,100,0,,10
35,Carrot,5,1,3.62,1.8,7,2,62.45253854,98.13970342,3,100,0,,10
70,Rye,4,1,38.105,15.958,13.027,4,92,,3,100,0,35.71428571,10
69,Rye (straw removed),4,1,59.925,29.963,85.002,3,,,3,100,0,35.71428571,10
68,Oats,4,1,38.561,15.989,11.6,4,107,,3,100,0,62.5,10
67,Oats (straw removed),4,1,66.776,25.394,91.229,3,,,3,100,0,62.5,10
24,Barley (straw removed),4,1,58.009,23.256,55.657,3,,,3,100,0,41.666667,10
26,Asparagus-establishment year,5,1,9.2,3.1,6.8,2,62.45253854,66.91343415,3,100,0,,10
27,Asparagus-established plantings,5,1,9.2,3.1,6.8,2,98.13970342,107.0614946,3,100,0,,10
3,Alfalfa or legume dominant stand (3 cuts),1,2,64,18.32,50.4,1,0,,2,100,2,,10
14,Annual ryegrass,2,2,35,13.7,45.8,3,0,0,2,100,0,,10
10,Austrian winter pea,2,2,60,20,60,1,0,0,2,100,2,,10
2,Alfalfa or legume dominant stand (2 cuts),1,2,64,18.32,50.4,1,0,,2,100,1,,12
62,Spinach-mineral,5,1,9.74,2.38,12.72,2,62.45253854,98.13970342,3,100,0,,12
63,Squash-pumpkins,5,1,4.48,1.74,4.56,2,98.13970342,98.13970342,3,100,0,,12
64,Tomatoes,5,1,3.06,1.3,6.16,2,62.45253854,160.592242,3,100,0,,12
65,"Squash-zucchini, other",5,1,3.84,1.46,5.28,2,98.13970342,98.13970342,3,100,0,,12
66,Other,6,1,0,0,0,2,0,0,3,10,0,,12
67,Oats (straw removed),4,1,66.776,25.394,91.229,3,,,3,100,0,62.5,12
68,Oats,4,1,38.561,15.989,11.6,4,107,,3,100,0,62.5,12
69,Rye (straw removed),4,1,59.925,29.963,85.002,3,,,3,100,0,35.71428571,12
70,Rye,4,1,38.105,15.958,13.027,4,92,,3,100,0,35.71428571,12
75,Blueberry,7,1,0,0,0,0,0,0,2,100,0,,12
76,Raspberry,7,1,0,0,0,0,0,0,2,100,0,,12
3,Alfalfa or legume dominant stand (3 cuts),1,2,64,18.32,50.4,1,0,,2,100,2,,12
6,Grass or mixed stand (2-3 cuts),1,2,38,13.74,45.6,3,,,2,100,2,,12
61,Rutabagas and turnip,5,1,3.06,1.3,6.16,2,31.22626927,40.14806049,3,100,0,,12
8,Grass or mixed stand (5-6 cuts),1,2,58,18.32,48,3,,,2,100,2,,12
10,Austrian winter pea,2,2,60,20,60,1,0,0,2,100,2,,12
11,Crimson clover,2,2,54.8,12.6,74.4,1,0,0,2,100,2,,12
12,Hairy vetch,2,2,61,18,60,1,0,0,2,100,2,,12
13,Red clover,2,2,58,18,60,1,0,0,2,100,2,,12
15,"Cereal (barley, oats, wheat, etc.)",2,2,44,16,40,3,0,0,2,100,2,,12
16,Fall rye,2,2,56.8,17.2,74.8,3,0,0,2,100,2,,12
22,Spring wheat (straw removed),4,1,70.59,26.732,60.566,3,,,3,100,2,33.333333,12
23,Spring wheat,4,1,50.123,19.632,14.619,4,84.5,,3,100,2,33.333333,12
25,Barley,4,1,40.502,17.507,13.326,4,111,,3,100,2,41.666667,12
34,Cabbage-Chinese,5,1,3.5,1.8,5,2,107.0614946,151.6704507,3,100,2,,12
36,Cauliflower,5,1,8.0736,2.77548,7.047936,2,115.9832859,165.0531376,3,100,2,,12
46,Lettuce-leaf and eastern iceberg,5,1,4.69,1.715,6.4,2,98.13970342,178.4358244,3,100,2,,12
57,Pumpkin,5,1,4.82,1.68,6.22,2,98.13970342,98.13970342,3,100,2,,12
9,Grass or mixed stand (7 cuts),1,2,64,18.32,48,3,,,2,100,2,,12
71,Canola,4,1,77.391,41.848,20.637,4,125,,3,100,2,40,12
60,Rhubarb-established plantings,5,1,2.24,0.92,8.64,2,151.6704507,178.4358244,3,100,0,,12
58,Radish-muck,5,1,3.52,1.28,6.72,2,44.6089561,62.45253854,3,100,0,,12
4,Corn silage,1,2,25,9.16,24,3,,,1,100,1,,12
7,Grass or mixed stand (4-5 cuts),1,2,48,16.03,45.6,3,,,2,100,1,,12
73,Hops (establishment year),5,2,0,0,0,1,75,75,2,100,1,,12
74,"Hops (established planting, vines removed)",5,2,160,80,180,2,,,2,100,1,,12
1,Alfalfa or legume dominant stand (1 cut),1,2,64,18.32,50.4,1,0,,2,100,0,,12
5,Grass or mixed stand (1-2 cuts),1,2,32,13.74,45.6,3,,,2,100,0,,12
14,Annual ryegrass,2,2,35,13.7,45.8,3,0,0,2,100,0,,12
24,Barley (straw removed),4,1,58.009,23.256,55.657,3,,,3,100,0,41.666667,12
26,Asparagus-establishment year,5,1,9.2,3.1,6.8,2,62.45253854,66.91343415,3,100,0,,12
27,Asparagus-established plantings,5,1,9.2,3.1,6.8,2,98.13970342,107.0614946,3,100,0,,12
28,"Beans-green, wax",5,1,7.34,2.8,6.78,2,35.68716488,35.68716488,3,100,0,,12
30,Beets,5,1,11.64,3.56,8.76,2,49.06985171,98.13970342,3,100,0,,12
31,Broccoli,5,1,10,2.5,13.8,2,115.9832859,165.0531376,3,100,0,,12
59,Rhubarb-establishment year,5,1,2.24,0.92,8.64,2,71.37432976,71.37432976,3,100,0,,12
32,Brussels Sprouts,5,1,13.34,3.145315,10.452,2,107.0614946,115.9832859,3,100,0,,12
35,Carrot,5,1,3.62,1.8,7,2,62.45253854,98.13970342,3,100,0,,12
37,Celery-field,5,1,3.815,1.895,11.14,2,62.45253854,62.45253854,3,100,0,,12
39,Corn-sweetcorn,5,2,10.34754196,2.413333333,5.78,2,80.29612098,147.2095551,3,100,0,,12
40,Cucumber,5,1,2.26,1.08,4.6,2,98.13970342,98.13970342,3,100,0,,12
43,Garlic,5,1,20.48,7.86,12.96,2,98.13970342,98.13970342,3,100,0,,12
45,Lettuce-head (western iceberg),5,1,4.6,1.8,6.4,2,98.13970342,156.1313464,3,100,0,,12
48,Onions-green ,5,1,4,2.3,2.8,2,80.29612098,98.13970342,3,100,0,,12
49,Onions-dry,5,1,5,2.3,4.5,2,89.2179122,98.13970342,3,100,0,,12
52,Peas,5,1,18.88,5.04,6.24,2,0,13.38268683,3,100,0,,12
53,Pepper,5,1,3.26,1.3,3.86,2,62.45253854,124.9050771,3,100,0,,12
54,Potatoes-early,5,1,7.34,2.58,10.92,2,120.4441815,120.4441815,3,100,0,,12
55,Potatoes-midseason,5,1,7.34,2.58,10.92,2,142.7486595,160.592242,3,100,0,,12
56,Potatoes-late,5,1,7.34,2.58,10.92,2,160.592242,178.4358244,3,100,0,,12
33,Cabbage-regular,5,1,4.2,1.7,5,2,107.0614946,151.6704507,3,100,0,,12
72,Alfalfa or legume dominant stand (4 cuts),1,2,32,9.2,25.2,1,0,,2,100,2,,12
1,Alfalfa or legume dominant stand (1 cut),1,2,64,18.32,50.4,1,0,,2,100,0,,13
2,Alfalfa or legume dominant stand (2 cuts),1,2,64,18.32,50.4,1,0,,2,100,1,,13
3,Alfalfa or legume dominant stand (3 cuts),1,2,64,18.32,50.4,1,0,,2,100,2,,13
4,Corn silage,1,2,25,9.16,24,3,,,1,100,1,,13
5,Grass or mixed stand (1-2 cuts),1,2,32,13.74,45.6,3,,,2,100,0,,13
6,Grass or mixed stand (2-3 cuts),1,2,38,13.74,45.6,3,,,2,100,2,,13
7,Grass or mixed stand (4-5 cuts),1,2,48,16.03,45.6,3,,,2,100,1,,13
8,Grass or mixed stand (5-6 cuts),1,2,58,18.32,48,3,,,2,100,2,,13
9,Grass or mixed stand (7 cuts),1,2,64,18.32,48,3,,,2,100,2,,13
10,Austrian winter pea,2,2,60,20,60,1,0,0,2,100,2,,13
11,Crimson clover,2,2,54.8,12.6,74.4,1,0,0,2,100,2,,13
12,Hairy vetch,2,2,61,18,60,1,0,0,2,100,2,,13
13,Red clover,2,2,58,18,60,1,0,0,2,100,2,,13
14,Annual ryegrass,2,2,35,13.7,45.8,3,0,0,2,100,0,,13
15,"Cereal (barley, oats, wheat, etc.)",2,2,44,16,40,3,0,0,2,100,2,,13
16,Fall rye,2,2,56.8,17.2,74.8,3,0,0,2,100,2,,13
22,Spring wheat (straw removed),4,1,70.59,26.732,60.566,3,,,3,100,2,33.333333,13
23,Spring wheat,4,1,50.123,19.632,14.619,4,84.5,,3,100,2,33.333333,13
24,Barley (straw removed),4,1,58.009,23.256,55.657,3,,,3,100,0,41.666667,13
25,Barley,4,1,40.502,17.507,13.326,4,111,,3,100,2,41.666667,13
26,Asparagus-establishment year,5,1,9.2,3.1,6.8,2,62.45253854,66.91343415,3,100,0,,13
27,Asparagus-established plantings,5,1,9.2,3.1,6.8,2,98.13970342,107.0614946,3,100,0,,13
28,"Beans-green, wax",5,1,7.34,2.8,6.78,2,35.68716488,35.68716488,3,100,0,,13
30,Beets,5,1,11.64,3.56,8.76,2,49.06985171,98.13970342,3,100,0,,13
31,Broccoli,5,1,10,2.5,13.8,2,115.9832859,165.0531376,3,100,0,,13
32,Brussels Sprouts,5,1,13.34,3.145315,10.452,2,107.0614946,115.9832859,3,100,0,,13
33,Cabbage-regular,5,1,4.2,1.7,5,2,107.0614946,151.6704507,3,100,0,,13
34,Cabbage-Chinese,5,1,3.5,1.8,5,2,107.0614946,151.6704507,3,100,2,,13
35,Carrot,5,1,3.62,1.8,7,2,62.45253854,98.13970342,3,100,0,,13
36,Cauliflower,5,1,8.0736,2.77548,7.047936,2,115.9832859,165.0531376,3,100,2,,13
37,Celery-field,5,1,3.815,1.895,11.14,2,62.45253854,62.45253854,3,100,0,,13
39,Corn-sweetcorn,5,2,10.34754196,2.413333333,5.78,2,80.29612098,147.2095551,3,100,0,,13
40,Cucumber,5,1,2.26,1.08,4.6,2,98.13970342,98.13970342,3,100,0,,13
43,Garlic,5,1,20.48,7.86,12.96,2,98.13970342,98.13970342,3,100,0,,13
45,Lettuce-head (western iceberg),5,1,4.6,1.8,6.4,2,98.13970342,156.1313464,3,100,0,,13
46,Lettuce-leaf and eastern iceberg,5,1,4.69,1.715,6.4,2,98.13970342,178.4358244,3,100,2,,13
48,Onions-green ,5,1,4,2.3,2.8,2,80.29612098,98.13970342,3,100,0,,13
49,Onions-dry,5,1,5,2.3,4.5,2,89.2179122,98.13970342,3,100,0,,13
52,Peas,5,1,18.88,5.04,6.24,2,0,13.38268683,3,100,0,,13
53,Pepper,5,1,3.26,1.3,3.86,2,62.45253854,124.9050771,3,100,0,,13
54,Potatoes-early,5,1,7.34,2.58,10.92,2,120.4441815,120.4441815,3,100,0,,13
55,Potatoes-midseason,5,1,7.34,2.58,10.92,2,142.7486595,160.592242,3,100,0,,13
56,Potatoes-late,5,1,7.34,2.58,10.92,2,160.592242,178.4358244,3,100,0,,13
57,Pumpkin,5,1,4.82,1.68,6.22,2,98.13970342,98.13970342,3,100,2,,13
58,Radish-muck,5,1,3.52,1.28,6.72,2,44.6089561,62.45253854,3,100,0,,13
59,Rhubarb-establishment year,5,1,2.24,0.92,8.64,2,71.37432976,71.37432976,3,100,0,,13
60,Rhubarb-established plantings,5,1,2.24,0.92,8.64,2,151.6704507,178.4358244,3,100,0,,13
61,Rutabagas and turnip,5,1,3.06,1.3,6.16,2,31.22626927,40.14806049,3,100,0,,13
62,Spinach-mineral,5,1,9.74,2.38,12.72,2,62.45253854,98.13970342,3,100,0,,13
63,Squash-pumpkins,5,1,4.48,1.74,4.56,2,98.13970342,98.13970342,3,100,0,,13
64,Tomatoes,5,1,3.06,1.3,6.16,2,62.45253854,160.592242,3,100,0,,13
65,"Squash-zucchini, other",5,1,3.84,1.46,5.28,2,98.13970342,98.13970342,3,100,0,,13
66,Other,6,1,0,0,0,2,0,0,3,10,0,,13
67,Oats (straw removed),4,1,66.776,25.394,91.229,3,,,3,100,0,62.5,13
68,Oats,4,1,38.561,15.989,11.6,4,107,,3,100,0,62.5,13
69,Rye (straw removed),4,1,59.925,29.963,85.002,3,,,3,100,0,35.71428571,13
70,Rye,4,1,38.105,15.958,13.027,4,92,,3,100,0,35.71428571,13
71,Canola,4,1,77.391,41.848,20.637,4,125,,3,100,2,40,13
72,Alfalfa or legume dominant stand (4 cuts),1,2,32,9.2,25.2,1,0,,2,100,2,,13
73,Hops (establishment year),5,2,0,0,0,1,75,75,2,100,1,,13
74,"Hops (established planting, vines removed)",5,2,160,80,180,2,,,2,100,1,,13
75,Blueberry,7,1,0,0,0,0,0,0,2,100,0,,13
76,Raspberry,7,1,0,0,0,0,0,0,2,100,0,,13
1,Alfalfa or legume dominant stand (1 cut),1,2,64,18.32,50.4,1,0,,2,100,0,,14
2,Alfalfa or legume dominant stand (2 cuts),1,2,64,18.32,50.4,1,0,,2,100,1,,14
3,Alfalfa or legume dominant stand (3 cuts),1,2,64,18.32,50.4,1,0,,2,100,2,,14
4,Corn silage,1,2,25,9.16,24,3,,,1,100,1,,14
5,Grass or mixed stand (1-2 cuts),1,2,32,13.74,45.6,3,,,2,100,0,,14
6,Grass or mixed stand (2-3 cuts),1,2,38,13.74,45.6,3,,,2,100,2,,14
7,Grass or mixed stand (4-5 cuts),1,2,48,16.03,45.6,3,,,2,100,1,,14
8,Grass or mixed stand (5-6 cuts),1,2,58,18.32,48,3,,,2,100,2,,14
9,Grass or mixed stand (7 cuts),1,2,64,18.32,48,3,,,2,100,2,,14
10,Austrian winter pea,2,2,60,20,60,1,0,0,2,100,2,,14
11,Crimson clover,2,2,54.8,12.6,74.4,1,0,0,2,100,2,,14
12,Hairy vetch,2,2,61,18,60,1,0,0,2,100,2,,14
13,Red clover,2,2,58,18,60,1,0,0,2,100,2,,14
14,Annual ryegrass,2,2,35,13.7,45.8,3,0,0,2,100,0,,14
15,"Cereal (barley, oats, wheat, etc.)",2,2,44,16,40,3,0,0,2,100,2,,14
16,Fall rye,2,2,56.8,17.2,74.8,3,0,0,2,100,2,,14
22,Spring wheat (straw removed),4,1,70.59,26.732,60.566,3,,,3,100,2,33.333333,14
23,Spring wheat,4,1,50.123,19.632,14.619,4,84.5,,3,100,2,33.333333,14
24,Barley (straw removed),4,1,58.009,23.256,55.657,3,,,3,100,0,41.666667,14
25,Barley,4,1,40.502,17.507,13.326,4,111,,3,100,2,41.666667,14
26,Asparagus-establishment year,5,1,9.2,3.1,6.8,2,62.45253854,66.91343415,3,100,0,,14
27,Asparagus-established plantings,5,1,9.2,3.1,6.8,2,98.13970342,107.0614946,3,100,0,,14
28,"Beans-green, wax",5,1,7.34,2.8,6.78,2,35.68716488,35.68716488,3,100,0,,14
30,Beets,5,1,11.64,3.56,8.76,2,49.06985171,98.13970342,3,100,0,,14
31,Broccoli,5,1,10,2.5,13.8,2,115.9832859,165.0531376,3,100,0,,14
32,Brussels Sprouts,5,1,13.34,3.145315,10.452,2,107.0614946,115.9832859,3,100,0,,14
33,Cabbage-regular,5,1,4.2,1.7,5,2,107.0614946,151.6704507,3,100,0,,14
34,Cabbage-Chinese,5,1,3.5,1.8,5,2,107.0614946,151.6704507,3,100,2,,14
35,Carrot,5,1,3.62,1.8,7,2,62.45253854,98.13970342,3,100,0,,14
36,Cauliflower,5,1,8.0736,2.77548,7.047936,2,115.9832859,165.0531376,3,100,2,,14
37,Celery-field,5,1,3.815,1.895,11.14,2,62.45253854,62.45253854,3,100,0,,14
39,Corn-sweetcorn,5,2,10.34754196,2.413333333,5.78,2,80.29612098,147.2095551,3,100,0,,14
40,Cucumber,5,1,2.26,1.08,4.6,2,98.13970342,98.13970342,3,100,0,,14
43,Garlic,5,1,20.48,7.86,12.96,2,98.13970342,98.13970342,3,100,0,,14
45,Lettuce-head (western iceberg),5,1,4.6,1.8,6.4,2,98.13970342,156.1313464,3,100,0,,14
46,Lettuce-leaf and eastern iceberg,5,1,4.69,1.715,6.4,2,98.13970342,178.4358244,3,100,2,,14
48,Onions-green ,5,1,4,2.3,2.8,2,80.29612098,98.13970342,3,100,0,,14
49,Onions-dry,5,1,5,2.3,4.5,2,89.2179122,98.13970342,3,100,0,,14
52,Peas,5,1,18.88,5.04,6.24,2,0,13.38268683,3,100,0,,14
53,Pepper,5,1,3.26,1.3,3.86,2,62.45253854,124.9050771,3,100,0,,14
54,Potatoes-early,5,1,7.34,2.58,10.92,2,120.4441815,120.4441815,3,100,0,,14
55,Potatoes-midseason,5,1,7.34,2.58,10.92,2,142.7486595,160.592242,3,100,0,,14
56,Potatoes-late,5,1,7.34,2.58,10.92,2,160.592242,178.4358244,3,100,0,,14
57,Pumpkin,5,1,4.82,1.68,6.22,2,98.13970342,98.13970342,3,100,2,,14
58,Radish-muck,5,1,3.52,1.28,6.72,2,44.6089561,62.45253854,3,100,0,,14
59,Rhubarb-establishment year,5,1,2.24,0.92,8.64,2,71.37432976,71.37432976,3,100,0,,14
60,Rhubarb-established plantings,5,1,2.24,0.92,8.64,2,151.6704507,178.4358244,3,100,0,,14
61,Rutabagas and turnip,5,1,3.06,1.3,6.16,2,31.22626927,40.14806049,3,100,0,,14
62,Spinach-mineral,5,1,9.74,2.38,12.72,2,62.45253854,98.13970342,3,100,0,,14
63,Squash-pumpkins,5,1,4.48,1.74,4.56,2,98.13970342,98.13970342,3,100,0,,14
64,Tomatoes,5,1,3.06,1.3,6.16,2,62.45253854,160.592242,3,100,0,,14
65,"Squash-zucchini, other",5,1,3.84,1.46,5.28,2,98.13970342,98.13970342,3,100,0,,14
66,Other,6,1,0,0,0,2,0,0,3,10,0,,14
67,Oats (straw removed),4,1,66.776,25.394,91.229,3,,,3,100,0,62.5,14
68,Oats,4,1,38.561,15.989,11.6,4,107,,3,100,0,62.5,14
69,Rye (straw removed),4,1,59.925,29.963,85.002,3,,,3,100,0,35.71428571,14
70,Rye,4,1,38.105,15.958,13.027,4,92,,3,100,0,35.71428571,14
71,Canola,4,1,77.391,41.848,20.637,4,125,,3,100,2,40,14
72,Alfalfa or legume dominant stand (4 cuts),1,2,32,9.2,25.2,1,0,,2,100,2,,14
73,Hops (establishment year),5,2,0,0,0,1,75,75,2,100,1,,14
74,"Hops (established planting, vines removed)",5,2,160,80,180,2,,,2,100,1,,14
75,Blueberry,7,1,0,0,0,0,0,0,2,100,0,,14
76,Raspberry,7,1,0,0,0,0,0,0,2,100,0,,14
